hand_side,orientation,index_angle,middle_angle,ring_angle,thumb_index_distance,ball_thumb_distance,ball_index_distance,ball_middle_distance,ball_ring_distance,wrist_angle,wrist_rotation_angle,thumb_angle,index_curl,middle_curl,ring_curl,pinky_curl,index_middle_distance,middle_ring_distance,ring_pinky_distance,ball_index_mcp_distance,ball_middle_mcp_distance,ball_ring_mcp_distance,ball_coverage_ratio,label
RIGHT,BACK,90.51,65.51,48.45,0.4061,0.0582,0.3888,0.1076,0.5887,88.95,-85.53,173.45,90.51,65.51,48.45,33.9,0.2881,0.692,0.1959,0.6054,0.5219,0.5419,0.2482,knuckle_ball
RIGHT,BACK,94.11,68.45,45.11,0.427,0.077,0.3954,0.1071,0.6084,89.28,-84.87,172.18,94.11,68.45,45.11,29.84,0.2991,0.7134,0.2059,0.6288,0.5377,0.5643,0.2512,knuckle_ball
RIGHT,BACK,96.4,92.65,47.44,0.3939,0.0667,0.4418,0.2781,0.5509,87.33,-86.57,177.52,96.4,92.65,47.44,34.35,0.209,0.8289,0.1795,0.579,0.5086,0.5155,0.3599,knuckle_ball
RIGHT,BACK,99.16,99.86,48.99,0.3951,0.0607,0.4284,0.279,0.5701,86.57,-87.34,177.66,99.16,99.86,48.99,35.86,0.1952,0.849,0.1768,0.5929,0.5457,0.5602,0.3537,knuckle_ball
RIGHT,BACK,99.98,99.58,49.87,0.4064,0.0801,0.4422,0.2948,0.5575,86.38,-87.65,177.12,99.98,99.58,49.87,37.75,0.1939,0.8523,0.1702,0.5717,0.53,0.5436,0.3685,knuckle_ball
RIGHT,BACK,100.55,100.76,49.08,0.4098,0.08,0.4332,0.2875,0.5726,85.86,-88.1,177.5,100.55,100.76,49.08,36.58,0.187,0.86,0.1675,0.5827,0.5481,0.5652,0.3604,knuckle_ball
RIGHT,BACK,100.31,102.36,48.41,0.4043,0.1102,0.4589,0.3201,0.5389,84.93,-88.98,176.93,100.31,102.36,48.41,35.87,0.1791,0.8581,0.1699,0.5863,0.5517,0.5586,0.3895,knuckle_ball
RIGHT,BACK,98.89,101.7,47.81,0.3963,0.1207,0.4624,0.326,0.5301,84.73,-89.26,175.51,98.89,101.7,47.81,36.35,0.1768,0.855,0.1707,0.5798,0.5426,0.5464,0.3942,knuckle_ball
RIGHT,BACK,99.91,102.6,46.83,0.396,0.108,0.4621,0.3244,0.5341,84.74,-89.26,176.39,99.91,102.6,46.83,35.77,0.1715,0.8556,0.1735,0.5883,0.5529,0.5571,0.3933,knuckle_ball
RIGHT,BACK,99.35,100.7,47.07,0.3902,0.1146,0.4643,0.321,0.5284,84.62,-89.43,175.65,99.35,100.7,47.07,36.12,0.1748,0.846,0.1759,0.5872,0.5516,0.5543,0.3927,knuckle_ball
RIGHT,BACK,99.0,99.49,46.46,0.3901,0.0984,0.4433,0.2983,0.5454,84.71,-89.3,175.49,99.0,99.49,46.46,35.34,0.1753,0.8414,0.1758,0.5869,0.5536,0.5625,0.3708,knuckle_ball
RIGHT,BACK,100.02,100.76,46.37,0.3896,0.1097,0.4588,0.3155,0.5329,84.65,-89.36,175.23,100.02,100.76,46.37,35.7,0.1737,0.8457,0.1776,0.5882,0.5516,0.556,0.3872,knuckle_ball
RIGHT,BACK,100.32,100.25,46.3,0.3854,0.0925,0.4495,0.3087,0.5423,84.85,-89.23,175.42,100.32,100.25,46.3,35.17,0.1653,0.8463,0.1755,0.5937,0.5567,0.5635,0.3791,knuckle_ball
RIGHT,BACK,101.32,102.69,46.07,0.3857,0.1183,0.4765,0.3421,0.5102,84.81,-89.35,176.05,101.32,102.69,46.07,34.73,0.1595,0.8468,0.1752,0.5846,0.5431,0.5429,0.4093,knuckle_ball
RIGHT,BACK,101.93,103.54,46.64,0.3846,0.1115,0.4676,0.334,0.5152,84.9,-89.27,176.02,101.93,103.54,46.64,35.3,0.1579,0.8434,0.1736,0.587,0.5472,0.5481,0.4008,knuckle_ball
RIGHT,BACK,101.0,101.99,46.59,0.3844,0.1087,0.4672,0.3357,0.5162,84.91,-89.17,175.87,101.0,101.99,46.59,35.4,0.1546,0.8461,0.1744,0.5905,0.5495,0.5484,0.4014,knuckle_ball
RIGHT,BACK,100.07,99.37,46.78,0.3929,0.087,0.4515,0.3073,0.542,84.62,-89.39,175.78,100.07,99.37,46.78,35.66,0.1665,0.844,0.1754,0.5979,0.5638,0.5689,0.3794,knuckle_ball
RIGHT,BACK,99.54,98.65,46.58,0.3853,0.0733,0.4251,0.2809,0.5673,84.3,-89.69,175.47,99.54,98.65,46.58,36.02,0.1645,0.8431,0.1757,0.6026,0.5751,0.5868,0.353,knuckle_ball
RIGHT,BACK,102.23,98.98,47.37,0.4089,0.0742,0.4652,0.2785,0.566,84.65,-89.0,179.32,102.23,98.98,47.37,32.62,0.2251,0.8428,0.1728,0.6415,0.5898,0.5937,0.3719,knuckle_ball
RIGHT,BACK,103.45,100.47,45.94,0.4186,0.0739,0.4727,0.2799,0.5684,84.64,-88.85,179.55,103.45,100.47,45.94,29.83,0.2392,0.8477,0.1749,0.6504,0.5932,0.5989,0.3763,knuckle_ball
RIGHT,BACK,103.89,101.72,45.44,0.4227,0.065,0.4653,0.2711,0.5812,84.51,-88.9,179.76,103.89,101.72,45.44,28.36,0.2423,0.852,0.1781,0.6567,0.602,0.6145,0.3682,knuckle_ball
RIGHT,BACK,103.85,102.4,44.16,0.4325,0.0775,0.4756,0.2851,0.5741,84.33,-89.01,179.59,103.85,102.4,44.16,26.41,0.2431,0.8591,0.1815,0.6535,0.5985,0.6132,0.3803,knuckle_ball
RIGHT,BACK,103.64,104.76,43.51,0.4377,0.073,0.4681,0.2853,0.5776,84.27,-89.1,179.26,103.64,104.76,43.51,24.84,0.2352,0.8628,0.182,0.6622,0.6105,0.6297,0.3767,knuckle_ball
RIGHT,BACK,103.6,105.1,43.79,0.4362,0.0743,0.4724,0.2832,0.5766,84.31,-89.03,179.77,103.6,105.1,43.79,24.87,0.2355,0.8589,0.1818,0.6765,0.6263,0.6435,0.3778,knuckle_ball
RIGHT,BACK,104.35,105.05,43.8,0.4292,0.0642,0.4673,0.2683,0.587,84.26,-89.04,179.58,104.35,105.05,43.8,25.43,0.2427,0.8535,0.1786,0.6852,0.6367,0.652,0.3678,knuckle_ball
RIGHT,BACK,101.74,101.67,44.69,0.4327,0.0301,0.4536,0.2532,0.5953,84.84,-88.58,179.7,101.74,101.67,44.69,27.88,0.2419,0.8454,0.1819,0.6948,0.6389,0.6506,0.3534,knuckle_ball
RIGHT,BACK,90.58,63.5,34.21,0.374,0.1934,0.4112,0.1598,0.5468,87.07,-81.25,178.83,90.58,63.5,34.21,22.14,0.2635,0.6898,0.2266,0.6965,0.5526,0.5475,0.2855,knuckle_ball
RIGHT,BACK,88.42,62.95,33.37,0.3549,0.1677,0.3643,0.1418,0.552,85.62,-79.69,178.04,88.42,62.95,33.37,19.39,0.2527,0.6918,0.2258,0.6493,0.5057,0.5201,0.253,knuckle_ball
RIGHT,BACK,88.4,61.33,33.24,0.3563,0.1277,0.336,0.1417,0.5489,85.17,-79.22,176.87,88.4,61.33,33.24,18.63,0.2502,0.6881,0.2258,0.5964,0.4579,0.492,0.2389,knuckle_ball
RIGHT,BACK,89.63,63.41,33.23,0.3626,0.1384,0.3424,0.1458,0.5503,85.17,-79.15,176.54,89.63,63.41,33.23,18.38,0.2529,0.6946,0.2268,0.6015,0.4633,0.495,0.2441,knuckle_ball
RIGHT,BACK,89.52,64.55,32.47,0.3589,0.0992,0.3242,0.1654,0.552,84.92,-78.87,176.33,89.52,64.55,32.47,18.13,0.2541,0.701,0.2294,0.5589,0.4305,0.4834,0.2448,knuckle_ball
RIGHT,BACK,92.88,68.81,32.15,0.3648,0.0671,0.3224,0.1935,0.5537,85.27,-79.18,176.32,92.88,68.81,32.15,17.93,0.2576,0.7101,0.2287,0.5271,0.4094,0.4792,0.258,knuckle_ball
RIGHT,BACK,94.19,75.28,32.09,0.3716,0.0507,0.3393,0.2241,0.5429,86.43,-80.26,176.33,94.19,75.28,32.09,17.6,0.2657,0.7228,0.2284,0.5188,0.4067,0.4782,0.2817,knuckle_ball
RIGHT,BACK,97.03,79.23,30.23,0.38,0.0858,0.303,0.1985,0.6002,87.54,-81.27,176.03,97.03,79.23,30.23,16.04,0.2764,0.7362,0.2308,0.5473,0.4594,0.5495,0.2508,knuckle_ball
RIGHT,BACK,96.08,80.44,29.54,0.3794,0.0444,0.3465,0.2389,0.5557,87.59,-81.27,175.93,96.08,80.44,29.54,15.5,0.2756,0.7423,0.2329,0.5355,0.4311,0.5108,0.2927,knuckle_ball
RIGHT,BACK,94.4,82.12,28.77,0.3687,0.0832,0.2895,0.2175,0.6012,87.32,-81.07,176.01,94.4,82.12,28.77,14.36,0.2668,0.7436,0.2306,0.5402,0.4551,0.5523,0.2535,knuckle_ball
RIGHT,BACK,91.89,80.85,28.61,0.3565,0.086,0.2729,0.2108,0.602,86.93,-80.88,177.34,91.89,80.85,28.61,13.87,0.2618,0.7342,0.2279,0.5354,0.4518,0.5517,0.2418,knuckle_ball
RIGHT,BACK,90.8,84.44,28.19,0.345,0.0748,0.2704,0.2237,0.5932,86.7,-80.77,179.3,90.8,84.44,28.19,14.03,0.2527,0.7394,0.2271,0.5266,0.4423,0.5414,0.247,knuckle_ball
RIGHT,BACK,88.55,83.05,28.08,0.3341,0.0533,0.2813,0.221,0.5722,86.36,-80.52,179.26,88.55,83.05,28.08,15.19,0.2501,0.7306,0.2272,0.5282,0.4345,0.5245,0.2511,knuckle_ball
RIGHT,BACK,88.21,80.74,26.44,0.3399,0.0644,0.2762,0.2337,0.5857,86.1,-80.2,178.74,88.21,80.74,26.44,13.58,0.2568,0.7299,0.2274,0.5121,0.4267,0.5335,0.255,knuckle_ball
RIGHT,BACK,91.53,82.65,23.32,0.3611,0.0511,0.3119,0.2686,0.5687,86.65,-80.74,178.58,91.53,82.65,23.32,10.26,0.277,0.7422,0.2286,0.5003,0.4127,0.5267,0.2903,knuckle_ball
RIGHT,BACK,101.21,99.58,67.62,0.4309,0.1331,0.4709,0.2483,0.5463,83.47,-92.41,165.52,101.21,99.58,67.62,51.95,0.2318,0.7903,0.1614,0.4958,0.543,0.5916,0.3596,knuckle_ball
RIGHT,BACK,103.9,102.49,67.75,0.4418,0.1329,0.4737,0.2397,0.5421,83.65,-92.17,165.31,103.9,102.49,67.75,50.36,0.2462,0.779,0.1638,0.4983,0.5512,0.6044,0.3567,knuckle_ball
RIGHT,BACK,104.2,102.53,66.77,0.4404,0.1303,0.4686,0.2284,0.5478,83.67,-92.11,165.21,104.2,102.53,66.77,49.33,0.2527,0.7744,0.1661,0.4998,0.5544,0.6112,0.3485,knuckle_ball
RIGHT,BACK,105.87,104.69,65.29,0.4522,0.1194,0.4644,0.2182,0.5645,84.3,-91.38,166.06,105.87,104.69,65.29,49.0,0.2588,0.7806,0.1686,0.5182,0.5679,0.6238,0.3413,knuckle_ball
RIGHT,BACK,108.47,108.18,63.45,0.459,0.1302,0.4648,0.2299,0.5611,84.62,-91.04,165.61,108.47,108.18,63.45,47.6,0.2505,0.7901,0.176,0.5086,0.5579,0.6163,0.3474,knuckle_ball
RIGHT,BACK,97.63,81.96,75.68,0.8013,0.2868,0.5298,0.5793,0.4107,88.22,-88.66,147.29,97.63,81.96,75.68,92.57,0.1796,0.3711,0.2283,0.388,0.6177,0.7701,0.5546,knuckle_ball
RIGHT,BACK,101.48,82.43,73.26,0.7815,0.2745,0.5318,0.5735,0.3807,87.83,-88.24,145.97,101.48,82.43,73.26,91.96,0.1912,0.4239,0.2113,0.3501,0.5848,0.7406,0.5526,knuckle_ball
RIGHT,BACK,103.16,84.91,73.5,0.776,0.2679,0.5328,0.5787,0.3748,87.58,-87.9,145.33,103.16,84.91,73.5,91.14,0.1929,0.4459,0.2091,0.3372,0.5723,0.7289,0.5557,knuckle_ball
RIGHT,BACK,94.2,81.24,70.27,0.7772,0.283,0.4996,0.5741,0.4175,88.27,-88.46,143.27,94.2,81.24,70.27,88.4,0.191,0.4761,0.1961,0.3655,0.6022,0.7625,0.5369,knuckle_ball
RIGHT,BACK,81.35,69.99,69.91,0.6947,0.1056,0.5937,0.6725,0.4873,89.99,-90.07,144.58,81.35,69.99,69.91,85.3,0.1863,0.4523,0.2134,0.3791,0.6357,0.796,0.6331,knuckle_ball
RIGHT,BACK,90.61,77.87,77.52,0.6168,0.1536,0.4704,0.5626,0.3945,89.97,-90.15,149.39,90.61,77.87,77.52,91.88,0.1846,0.3978,0.199,0.3356,0.569,0.7282,0.5165,knuckle_ball
RIGHT,BACK,46.17,50.58,59.85,0.5074,0.2704,0.2693,0.2999,0.3874,89.6,-89.37,148.98,46.17,50.58,59.85,75.61,0.1903,0.466,0.1951,0.2715,0.4675,0.6451,0.2846,knuckle_ball
RIGHT,BACK,35.27,40.87,58.03,0.4108,0.195,0.3628,0.3204,0.3452,88.89,-88.35,154.59,35.27,40.87,58.03,74.9,0.202,0.47,0.1958,0.1391,0.3848,0.5691,0.3416,knuckle_ball
RIGHT,BACK,30.76,37.59,57.94,0.3891,0.1929,0.3676,0.3159,0.3558,88.39,-87.67,155.92,30.76,37.59,57.94,76.28,0.205,0.4786,0.1968,0.1185,0.3739,0.5588,0.3418,knuckle_ball
RIGHT,BACK,29.78,36.98,59.6,0.3836,0.1778,0.3442,0.2933,0.3892,87.59,-86.77,156.18,29.78,36.98,59.6,79.82,0.2118,0.4891,0.1973,0.1276,0.3832,0.5739,0.3187,knuckle_ball
RIGHT,BACK,28.11,36.34,59.6,0.3235,0.1504,0.3348,0.2961,0.3841,87.39,-86.62,157.36,28.11,36.34,59.6,80.49,0.211,0.4596,0.2049,0.1372,0.3932,0.5819,0.3155,knuckle_ball
RIGHT,BACK,22.81,35.18,58.87,0.3109,0.1839,0.3209,0.2853,0.3561,87.24,-86.53,158.15,22.81,35.18,58.87,79.69,0.1981,0.4461,0.2027,0.1063,0.3647,0.5509,0.3031,knuckle_ball
RIGHT,BACK,18.2,33.04,57.41,0.3053,0.1867,0.3111,0.3087,0.3565,87.28,-86.56,158.73,18.2,33.04,57.41,78.15,0.1873,0.4337,0.2014,0.1071,0.3718,0.5538,0.3099,knuckle_ball
RIGHT,BACK,12.05,29.4,56.56,0.2945,0.2069,0.2799,0.2976,0.3411,87.5,-86.76,158.01,12.05,29.4,56.56,77.67,0.1763,0.4241,0.1959,0.0802,0.3437,0.5225,0.2887,knuckle_ball
RIGHT,BACK,9.67,27.7,55.36,0.2922,0.1702,0.294,0.3364,0.3657,87.46,-86.7,156.99,9.67,27.7,55.36,75.98,0.1764,0.4113,0.1963,0.1132,0.3774,0.5528,0.3152,knuckle_ball
RIGHT,BACK,9.51,27.4,54.87,0.2922,0.1591,0.2806,0.3351,0.372,87.44,-86.63,156.29,9.51,27.4,54.87,74.14,0.1763,0.4074,0.1931,0.1153,0.3806,0.5589,0.3079,knuckle_ball
RIGHT,BACK,8.88,26.65,54.9,0.2707,0.1495,0.2699,0.3253,0.3677,87.39,-86.52,156.29,8.88,26.65,54.9,72.82,0.1775,0.4032,0.1933,0.1079,0.3717,0.5521,0.2976,knuckle_ball
RIGHT,BACK,8.91,26.48,53.37,0.2361,0.1761,0.2708,0.3425,0.3443,87.22,-86.35,157.07,8.91,26.48,53.37,70.25,0.1721,0.3905,0.1966,0.1079,0.3664,0.5396,0.3067,knuckle_ball
RIGHT,BACK,12.15,28.47,51.65,0.233,0.1814,0.2628,0.3344,0.3196,86.92,-86.18,157.34,12.15,28.47,51.65,66.67,0.1739,0.3555,0.2044,0.1034,0.3652,0.5399,0.2986,knuckle_ball
RIGHT,BACK,12.3,28.81,51.27,0.2315,0.1703,0.2619,0.3452,0.3199,86.93,-86.24,155.73,12.3,28.81,51.27,67.53,0.1732,0.3528,0.2064,0.1113,0.3758,0.5506,0.3036,knuckle_ball
RIGHT,BACK,11.59,28.77,52.05,0.3168,0.1703,0.2498,0.3382,0.3124,87.22,-86.5,151.38,11.59,28.77,52.05,69.39,0.1729,0.3597,0.201,0.1002,0.3675,0.547,0.294,knuckle_ball
RIGHT,BACK,12.9,30.09,52.42,0.3787,0.1979,0.2412,0.3319,0.3216,87.0,-86.15,151.05,12.9,30.09,52.42,69.38,0.1734,0.3517,0.2024,0.1171,0.3794,0.5644,0.2865,knuckle_ball
RIGHT,BACK,15.48,31.86,52.27,0.3328,0.039,0.3003,0.4305,0.4528,86.76,-85.81,153.51,15.48,31.86,52.27,67.61,0.1774,0.3486,0.2095,0.2497,0.5166,0.703,0.3654,knuckle_ball
RIGHT,BACK,15.35,32.09,52.75,0.2933,0.1807,0.2614,0.3392,0.3008,86.76,-85.77,155.91,15.35,32.09,52.75,68.54,0.177,0.3252,0.2108,0.1123,0.3735,0.5616,0.3003,knuckle_ball
RIGHT,BACK,13.58,31.26,52.05,0.31,0.2105,0.2449,0.3339,0.2815,86.88,-85.92,156.88,13.58,31.26,52.05,68.07,0.1772,0.3045,0.2119,0.1018,0.3572,0.5449,0.2894,knuckle_ball
RIGHT,BACK,14.76,33.31,53.71,0.4074,0.2424,0.2758,0.3533,0.2758,86.86,-85.99,155.9,14.76,33.31,53.71,70.51,0.1731,0.3091,0.2105,0.1037,0.3555,0.5406,0.3145,knuckle_ball
RIGHT,BACK,20.62,38.86,57.06,0.5505,0.3008,0.3347,0.3809,0.2696,86.71,-85.97,154.46,20.62,38.86,57.06,72.8,0.1681,0.3321,0.2094,0.1177,0.3597,0.541,0.3578,knuckle_ball
RIGHT,BACK,28.56,46.31,60.85,0.6473,0.3565,0.3625,0.3941,0.2673,86.23,-85.58,153.17,28.56,46.31,60.85,76.72,0.1646,0.3509,0.2096,0.1438,0.3745,0.5543,0.3783,knuckle_ball
RIGHT,BACK,28.35,45.88,60.86,0.6543,0.307,0.3688,0.4287,0.3514,85.97,-85.32,152.38,28.35,45.88,60.86,76.31,0.1624,0.3571,0.2059,0.2161,0.4587,0.6388,0.3987,knuckle_ball
RIGHT,BACK,26.14,42.27,59.06,0.6606,0.3206,0.3561,0.4152,0.3636,85.7,-84.98,150.59,26.14,42.27,59.06,73.27,0.1648,0.3474,0.2082,0.2199,0.4653,0.6463,0.3857,knuckle_ball
RIGHT,BACK,23.43,39.92,58.07,0.62,0.3585,0.3203,0.3574,0.2896,85.52,-84.82,151.83,23.43,39.92,58.07,72.64,0.1675,0.3354,0.2096,0.1529,0.3889,0.5706,0.3388,knuckle_ball
RIGHT,BACK,7.89,23.59,49.43,0.2714,0.148,0.1631,0.2936,0.3481,86.0,-84.84,158.23,7.89,23.59,49.43,68.76,0.1829,0.3237,0.2004,0.1356,0.3704,0.5575,0.2283,knuckle_ball
RIGHT,BACK,3.09,18.15,46.37,0.2787,0.1653,0.2101,0.3496,0.345,85.85,-84.64,160.14,3.09,18.15,46.37,68.5,0.1894,0.338,0.1964,0.0995,0.351,0.5279,0.2799,knuckle_ball
RIGHT,BACK,1.84,17.79,45.72,0.2235,0.1754,0.2529,0.3846,0.3777,85.25,-84.08,161.48,1.84,17.79,45.72,70.09,0.1823,0.3553,0.1906,0.1268,0.3792,0.5524,0.3188,knuckle_ball
RIGHT,BACK,3.62,21.61,47.24,0.2191,0.1793,0.2719,0.3759,0.3785,84.42,-83.34,160.52,3.62,21.61,47.24,68.81,0.1799,0.4114,0.1961,0.1041,0.3628,0.5427,0.3239,knuckle_ball
RIGHT,BACK,8.45,27.82,47.83,0.2122,0.2549,0.2703,0.2833,0.2962,83.57,-82.59,159.14,8.45,27.82,47.83,67.75,0.174,0.4387,0.2086,0.0385,0.2626,0.4547,0.2768,knuckle_ball
RIGHT,BACK,10.83,30.5,48.83,0.238,0.2255,0.2665,0.28,0.3281,83.14,-82.21,157.24,10.83,30.5,48.83,67.31,0.1715,0.4506,0.209,0.0578,0.2964,0.4919,0.2732,knuckle_ball
RIGHT,BACK,13.14,33.14,49.64,0.3,0.231,0.2853,0.2744,0.3284,82.41,-81.37,155.19,13.14,33.14,49.64,66.82,0.1662,0.4846,0.2093,0.0483,0.2786,0.4746,0.2798,knuckle_ball
RIGHT,BACK,18.07,35.37,51.51,0.3508,0.2187,0.3054,0.3006,0.3623,82.06,-80.85,154.81,18.07,35.37,51.51,68.32,0.1728,0.5051,0.2068,0.0707,0.3203,0.5156,0.303,knuckle_ball
RIGHT,BACK,32.12,43.5,55.19,0.2687,0.1494,0.2402,0.3438,0.4178,85.57,-84.76,161.52,32.12,43.5,55.19,65.07,0.1762,0.3182,0.2225,0.2816,0.5258,0.6928,0.292,knuckle_ball
RIGHT,BACK,31.02,41.7,54.6,0.3413,0.1606,0.2301,0.3549,0.4468,85.63,-85.06,160.02,31.02,41.7,54.6,63.96,0.18,0.3117,0.2143,0.3111,0.5534,0.7164,0.2925,knuckle_ball
RIGHT,BACK,30.47,41.74,54.42,0.3167,0.1186,0.2502,0.3862,0.4761,86.33,-85.61,159.14,30.47,41.74,54.42,63.42,0.1846,0.3413,0.2119,0.3279,0.5732,0.7393,0.3182,knuckle_ball
RIGHT,BACK,24.88,37.21,49.48,0.1977,0.0854,0.216,0.3689,0.484,88.31,-87.38,159.33,24.88,37.21,49.48,56.03,0.1792,0.2874,0.2069,0.3179,0.5642,0.7351,0.2924,knuckle_ball
RIGHT,BACK,20.56,34.35,48.84,0.1506,0.0911,0.1832,0.3457,0.4942,89.2,-88.17,159.89,20.56,34.35,48.84,54.84,0.171,0.2815,0.1939,0.3075,0.5496,0.7219,0.2644,knuckle_ball
RIGHT,BACK,19.21,33.81,49.25,0.1321,0.1283,0.191,0.3469,0.4832,89.45,-88.31,160.29,19.21,33.81,49.25,56.14,0.1666,0.2791,0.1868,0.2966,0.5385,0.7078,0.269,knuckle_ball
RIGHT,BACK,19.55,34.4,50.59,0.1149,0.1268,0.1673,0.3239,0.4614,89.51,-88.35,159.44,19.55,34.4,50.59,58.34,0.1675,0.2834,0.1895,0.2774,0.5218,0.6928,0.2456,knuckle_ball
RIGHT,BACK,23.33,35.08,53.71,0.22,0.1052,0.3198,0.3751,0.4898,89.54,-88.75,158.94,23.33,35.08,53.71,61.15,0.1895,0.3551,0.2011,0.2835,0.5295,0.7084,0.3475,knuckle_ball
RIGHT,BACK,15.33,29.33,51.13,0.3009,0.0492,0.2932,0.3937,0.5174,88.91,-89.1,164.13,15.33,29.33,51.13,59.26,0.177,0.3485,0.1895,0.2878,0.5318,0.7127,0.3435,knuckle_ball
RIGHT,BACK,13.24,28.34,51.74,0.411,0.1382,0.2746,0.3946,0.5045,88.35,-89.74,164.27,13.24,28.34,51.74,60.45,0.1639,0.3399,0.1742,0.283,0.5267,0.7044,0.3346,knuckle_ball
RIGHT,BACK,13.26,28.76,60.86,0.5683,0.3061,0.2663,0.3679,0.4886,87.3,-90.77,153.36,13.26,28.76,60.86,69.92,0.1602,0.3589,0.1611,0.264,0.5058,0.6829,0.3171,knuckle_ball
RIGHT,BACK,10.14,27.3,62.18,0.5258,0.2528,0.2748,0.386,0.4677,86.56,-91.48,144.89,10.14,27.3,62.18,72.14,0.157,0.3822,0.1596,0.2383,0.4815,0.6579,0.3304,knuckle_ball
RIGHT,BACK,8.31,25.22,60.67,0.4404,0.1784,0.2733,0.3772,0.4847,86.37,-91.67,143.84,8.31,25.22,60.67,70.45,0.1529,0.348,0.1609,0.2461,0.491,0.6679,0.3253,knuckle_ball
RIGHT,BACK,6.9,23.07,59.88,0.4117,0.1621,0.2635,0.3686,0.4987,86.33,-91.66,149.6,6.9,23.07,59.88,69.12,0.1631,0.3352,0.1678,0.2385,0.4858,0.6649,0.3161,knuckle_ball
RIGHT,BACK,4.77,19.39,57.55,0.4201,0.183,0.2434,0.3888,0.5097,86.04,-91.77,156.98,4.77,19.39,57.55,68.75,0.1738,0.3636,0.1736,0.2204,0.4715,0.6551,0.3161,knuckle_ball
RIGHT,BACK,12.4,27.29,50.75,0.2685,0.0761,0.2143,0.3449,0.4333,87.07,-91.29,158.5,12.4,27.29,50.75,58.58,0.1608,0.2957,0.1558,0.227,0.474,0.6478,0.2796,knuckle_ball
RIGHT,BACK,16.61,31.85,55.77,0.3438,0.156,0.1987,0.3402,0.435,87.56,-91.36,163.01,16.61,31.85,55.77,62.34,0.1607,0.2914,0.15,0.2627,0.5086,0.675,0.2694,knuckle_ball
RIGHT,BACK,19.63,34.59,55.42,0.4137,0.2006,0.2481,0.372,0.4306,87.28,-91.82,167.15,19.63,34.59,55.42,62.27,0.1587,0.2747,0.1621,0.2839,0.5254,0.6836,0.31,knuckle_ball
RIGHT,BACK,25.0,38.68,56.77,0.4788,0.2294,0.2847,0.3938,0.4437,87.26,-92.04,170.97,25.0,38.68,56.77,63.95,0.1598,0.2913,0.1643,0.3107,0.5496,0.704,0.3393,knuckle_ball
RIGHT,BACK,28.26,41.9,58.86,0.5201,0.2639,0.2864,0.4015,0.4402,87.46,-92.0,173.58,28.26,41.9,58.86,66.77,0.1639,0.3034,0.1654,0.3146,0.5546,0.7079,0.344,knuckle_ball
RIGHT,BACK,48.31,43.32,85.78,0.2156,0.1744,0.1962,0.0241,0.5383,80.8,-75.2,150.41,48.31,43.32,85.78,99.25,0.1724,0.5556,0.1373,0.504,0.3529,0.2395,0.1101,knuckle_ball
RIGHT,BACK,49.56,43.34,86.32,0.2412,0.1518,0.2237,0.0563,0.5081,80.68,-75.18,152.19,49.56,43.34,86.32,97.89,0.1852,0.5644,0.138,0.4888,0.3357,0.2113,0.14,knuckle_ball
RIGHT,BACK,93.48,81.94,78.8,0.349,0.0742,0.3308,0.2185,0.5044,79.54,-73.48,160.55,93.48,81.94,78.8,78.04,0.1556,0.72,0.1459,0.5369,0.4276,0.3406,0.2747,knuckle_ball
RIGHT,BACK,89.28,75.94,76.1,0.3565,0.0664,0.3373,0.2183,0.4911,78.89,-72.77,159.66,89.28,75.94,76.1,73.08,0.1714,0.7028,0.1468,0.5124,0.3967,0.3121,0.2778,knuckle_ball
RIGHT,BACK,80.05,62.97,70.05,0.3407,0.0809,0.3099,0.1651,0.4812,78.03,-71.92,159.41,80.05,62.97,70.05,62.26,0.1832,0.6438,0.1425,0.5047,0.3791,0.3025,0.2375,knuckle_ball
RIGHT,BACK,76.59,60.36,67.34,0.3304,0.0955,0.2876,0.1444,0.4898,77.77,-71.73,160.15,76.59,60.36,67.34,57.35,0.1831,0.6322,0.1415,0.5052,0.3742,0.3082,0.216,knuckle_ball
RIGHT,BACK,69.06,55.48,68.37,0.2846,0.0866,0.2716,0.1299,0.4802,77.72,-71.7,160.25,69.06,55.48,68.37,60.07,0.1748,0.6095,0.1456,0.5089,0.3737,0.2965,0.2008,knuckle_ball
RIGHT,BACK,71.21,55.49,67.23,0.2854,0.089,0.3215,0.1692,0.4228,77.92,-71.93,158.4,71.21,55.49,67.23,58.66,0.1732,0.5912,0.1456,0.5282,0.3919,0.2877,0.2453,knuckle_ball
RIGHT,BACK,77.03,63.08,73.75,0.3304,0.1458,0.3549,0.1871,0.4553,76.89,-70.87,158.14,77.03,63.08,73.75,68.25,0.183,0.6323,0.1469,0.5931,0.4575,0.3467,0.271,knuckle_ball
RIGHT,BACK,75.93,64.53,75.27,0.3464,0.0852,0.3479,0.2177,0.4458,75.88,-69.82,158.5,75.93,64.53,75.27,70.4,0.1862,0.6613,0.1467,0.5331,0.3906,0.2791,0.2828,knuckle_ball
RIGHT,BACK,66.2,57.42,72.45,0.3328,0.0785,0.3388,0.2028,0.4428,75.45,-69.39,159.1,66.2,57.42,72.45,66.12,0.193,0.6442,0.1539,0.5181,0.3673,0.2587,0.2708,knuckle_ball
RIGHT,BACK,58.5,47.64,71.88,0.2989,0.0886,0.2845,0.1222,0.461,75.36,-69.33,157.01,58.5,47.64,71.88,64.14,0.1931,0.5825,0.1437,0.5007,0.3499,0.2501,0.2034,knuckle_ball
